k_index,distance_Ainv,wannier_band,energy_eV
260,0.1805712,51,1.6815005
261,0.18126839,51,1.6800263
262,0.18196557,51,1.6785492
263,0.18266276,51,1.6770694
264,0.18335994,51,1.6755873
265,0.18405713,51,1.674103
266,0.18475432,51,1.6726168
267,0.1854515,51,1.671129
268,0.18614869,51,1.6696397
269,0.18684588,51,1.6681492
270,0.18754306,51,1.6666576
271,0.18824025,51,1.6651652
272,0.18893743,51,1.6636719
273,0.18963462,51,1.6621779
274,0.19033181,51,1.6606832
275,0.19102899,51,1.6591879
276,0.19172618,51,1.6576919
277,0.19242336,51,1.6561952
278,0.19312055,51,1.6546977
279,0.19381774,51,1.6531994
280,0.19451492,51,1.6517
281,0.19521211,51,1.6501994
282,0.19590929,51,1.6486975
283,0.19660648,51,1.6471941
284,0.19730367,51,1.645689
285,0.19800085,51,1.644182
286,0.19869804,51,1.6426729
287,0.19939523,51,1.6411615
288,0.20009241,51,1.6396476
289,0.2007896,51,1.6381309
290,0.20148678,51,1.6366114
291,0.20218397,51,1.6350888
292,0.20288116,51,1.6335629
293,0.20357834,51,1.6320336
294,0.20427553,51,1.6305006
295,0.20497271,51,1.6289639
296,0.2056699,51,1.6274232
297,0.20636709,51,1.6258784
298,0.20706427,51,1.6243293
299,0.20776146,51,1.6227759
300,0.20845864,51,1.621218
301,0.20915583,51,1.6196554
302,0.20985302,51,1.6180882
303,0.2105502,51,1.616516
304,0.21124739,51,1.614939
305,0.21194458,51,1.613357
306,0.21264176,51,1.6117698
307,0.21333895,51,1.6101775
308,0.21403613,51,1.6085799
309,0.21473332,51,1.6069771
310,0.21543051,51,1.6053689
311,0.21612769,51,1.6037553
312,0.21682488,51,1.6021362
313,0.21752206,51,1.6005118
314,0.21821925,51,1.5988818
315,0.21891644,51,1.5972463
316,0.21961362,51,1.5956054
317,0.22031081,51,1.5939589
318,0.22100799,51,1.5923069
319,0.22170518,51,1.5906493
320,0.22240237,51,1.5889863
321,0.22309955,51,1.5873178
322,0.22379674,51,1.5856439
323,0.22449393,51,1.5839646
324,0.22519111,51,1.5822798
325,0.2258883,51,1.5805898
326,0.22658548,51,1.5788944
327,0.22728267,51,1.5771938
328,0.22797986,51,1.575488
329,0.22867704,51,1.573777
330,0.22937423,51,1.572061
331,0.23007141,51,1.5703401
332,0.2307686,51,1.5686141
333,0.23146579,51,1.5668834
334,0.23216297,51,1.5651479
335,0.23286016,51,1.5634076
336,0.23355734,51,1.5616628
337,0.23425453,51,1.5599135
338,0.23495172,51,1.5581598
339,0.2356489,51,1.5564017
340,0.23634609,51,1.5546394
341,0.23704327,51,1.5528729
342,0.23774046,51,1.5511025
343,0.23843765,51,1.549328
344,0.23913483,51,1.5475498
345,0.23983202,51,1.5457678
346,0.24052921,51,1.5439823
347,0.24122639,51,1.5421932
348,0.24192358,51,1.5404007
349,0.24262076,51,1.5386049
350,0.24331795,51,1.5368059
351,0.24401514,51,1.5350038
352,0.24471232,51,1.5331988
353,0.24540951,51,1.531391
354,0.24610669,51,1.5295804
355,0.24680388,51,1.5277671
356,0.24750107,51,1.5259514
357,0.24819825,51,1.5241332
358,0.24889544,51,1.5223128
359,0.24959262,51,1.5204902
360,0.25028981,51,1.5186655
361,0.250987,51,1.5168389
362,0.25168418,51,1.5150104
363,0.25238137,51,1.5131802
364,0.25307856,51,1.5113484
365,0.25377574,51,1.5095151
366,0.25447293,51,1.5076804
367,0.25517011,51,1.5058444
368,0.2558673,51,1.5040072
369,0.25656449,51,1.502169
370,0.25726167,51,1.5003298
371,0.25795886,51,1.4984897
372,0.25865604,51,1.4966489
373,0.25935323,51,1.4948075
374,0.26005042,51,1.4929655
375,0.2607476,51,1.4911231
376,0.26144479,51,1.4892803
377,0.26214197,51,1.4874373
378,0.26283916,51,1.4855942
379,0.26353635,51,1.483751
380,0.26423353,51,1.4819078
381,0.26493072,51,1.4800648
382,0.26562791,51,1.478222
383,0.26632509,51,1.4763794
384,0.26702228,51,1.4745373
385,0.26771946,51,1.4726957
386,0.26841665,51,1.4708545
387,0.26911384,51,1.469014
388,0.26981102,51,1.4671742
389,0.27050821,51,1.4653352
390,0.27120539,51,1.4634969
391,0.27190258,51,1.4616596
392,0.27259977,51,1.4598231
393,0.27329695,51,1.4579877
394,0.27399414,51,1.4561533
395,0.27469132,51,1.45432
396,0.27538851,51,1.4524878
397,0.2760857,51,1.4506568
398,0.27678288,51,1.4488269
399,0.27748007,51,1.4469983
400,0.27817725,51,1.445171
401,0.27887444,51,1.443345
402,0.27957163,51,1.4415203
403,0.28026881,51,1.4396969
404,0.280966,51,1.4378748
405,0.28166319,51,1.4360542
406,0.28236037,51,1.4342349
407,0.28305756,51,1.432417
408,0.28375474,51,1.4306004
409,0.28445193,51,1.4287853
410,0.28514912,51,1.4269716
411,0.2858463,51,1.4251594
412,0.28654349,51,1.4233485
413,0.28724067,51,1.421539
414,0.28793786,51,1.419731
415,0.28863505,51,1.4179244
416,0.28933223,51,1.4161191
417,0.29002942,51,1.4143153
418,0.2907266,51,1.4125129
419,0.29142379,51,1.4107119
420,0.29212098,51,1.4089124
421,0.29281816,51,1.4071142
422,0.29351535,51,1.4053174
423,0.29421254,51,1.403522
424,0.29490972,51,1.401728
425,0.29560691,51,1.3999353
426,0.29630409,51,1.3981441
427,0.29700128,51,1.3963542
428,0.29769847,51,1.3945658
429,0.29839565,51,1.3927787
430,0.29909284,51,1.390993
431,0.29979002,51,1.3892086
432,0.30048721,51,1.3874257
433,0.3011844,51,1.3856441
434,0.30188158,51,1.3838639
435,0.30257877,51,1.3820851
436,0.30327595,51,1.3803077
437,0.30397314,51,1.3785316
438,0.30467033,51,1.376757
439,0.30536751,51,1.3749837
440,0.3060647,51,1.3732119
441,0.30676189,51,1.3714414
442,0.30745907,51,1.3696724
443,0.30815626,51,1.3679048
444,0.30885344,51,1.3661386
445,0.30955063,51,1.3643738
446,0.31024782,51,1.3626105
447,0.310945,51,1.3608486
448,0.31164219,51,1.3590881
449,0.31233937,51,1.3573292
450,0.31303656,51,1.3555717
451,0.31373375,51,1.3538156
452,0.31443093,51,1.3520611
453,0.31512812,51,1.350308
454,0.3158253,51,1.3485565
455,0.31652249,51,1.3468064
456,0.31721968,51,1.3450579
457,0.31791686,51,1.3433109
458,0.31861405,51,1.3415655
459,0.31931123,51,1.3398217
460,0.32000842,51,1.3380794
461,0.32070561,51,1.3363387
462,0.32140279,51,1.3345996
463,0.32209998,51,1.332862
464,0.32279717,51,1.3311262
465,0.32349435,51,1.3293919
466,0.32419154,51,1.3276593
467,0.32488872,51,1.3259284
468,0.32558591,51,1.3241991
469,0.3262831,51,1.3224715
470,0.32698028,51,1.3207456
471,0.32767747,51,1.3190214
472,0.32837465,51,1.317299
473,0.32907184,51,1.3155782
474,0.32976903,51,1.3138593
475,0.33046621,51,1.3121421
476,0.3311634,51,1.3104266
477,0.33186058,51,1.308713
478,0.33255777,51,1.3070012
479,0.33325496,51,1.3052912
480,0.33395214,51,1.303583
481,0.33464933,51,1.3018766
482,0.33534652,51,1.3001722
483,0.3360437,51,1.2984695
484,0.33674089,51,1.2967688
485,0.33743807,51,1.29507
486,0.33813526,51,1.2933731
487,0.33883245,51,1.2916781
488,0.33952963,51,1.289985
489,0.34022682,51,1.2882939
490,0.340924,51,1.2866048
491,0.34162119,51,1.2849176
492,0.34231838,51,1.2832324
493,0.34301556,51,1.2815493
494,0.34371275,51,1.2798681
495,0.34440993,51,1.2781889
496,0.34510712,51,1.2765118
497,0.34580431,51,1.2748367
498,0.34650149,51,1.2731637
499,0.34719868,51,1.2714927
500,0.34789587,51,1.2698239
501,0.34859305,51,1.2681571
502,0.34929024,51,1.2664924
503,0.34998742,51,1.2648298
504,0.35068461,51,1.2631693
505,0.3513818,51,1.2615109
506,0.35207898,51,1.2598546
507,0.35277617,51,1.2582005
508,0.35347335,51,1.2565486
509,0.35417054,51,1.2548987
510,0.35486773,51,1.2532511
511,0.35556491,51,1.2516056
512,0.3562621,51,1.2499622
513,0.35695928,51,1.248321
514,0.35765647,51,1.246682
515,0.35835366,51,1.2450452
516,0.35905084,51,1.2434105
517,0.35974803,51,1.2417781
518,0.36044521,51,1.2401477
519,0.3611424,51,1.2385196
520,0.36183959,51,1.2368937
521,0.36253677,51,1.2352699
522,0.36323396,51,1.2336482
523,0.36393115,51,1.2320288
524,0.36462833,51,1.2304115
525,0.36532552,51,1.2287963
526,0.3660227,51,1.2271833
527,0.36671989,51,1.2255724
528,0.36741708,51,1.2239636
529,0.36811426,51,1.222357
530,0.36881145,51,1.2207524
531,0.36950863,51,1.2191499
532,0.37020582,51,1.2175495
533,0.37090301,51,1.2159512
534,0.37160019,51,1.2143548
535,0.37229738,51,1.2127605
536,0.37299456,51,1.2111681
537,0.37369175,51,1.2095776
538,0.37438894,51,1.2079891
539,0.37508612,51,1.2064025
540,0.37578331,51,1.2048178
541,0.3764805,51,1.2032348
542,0.37717768,51,1.2016536
543,0.37787487,51,1.2000742
544,0.37857205,51,1.1984965
545,0.37926924,51,1.1969204
546,0.37996643,51,1.1953459
547,0.38066361,51,1.1937729
548,0.3813608,51,1.1922015
549,0.38205798,51,1.1906314
550,0.38275517,51,1.1890627
551,0.38345236,51,1.1874953
552,0.38414954,51,1.1859291
553,0.38484673,51,1.184364
554,0.38554391,51,1.1828
555,0.3862411,51,1.1812369
556,0.38693829,51,1.1796747
557,0.38763547,51,1.1781133
558,0.38833266,51,1.1765525
559,0.38902985,51,1.1749923
560,0.38972703,51,1.1734326
561,0.39042422,51,1.1718732
562,0.3911214,51,1.170314
563,0.39181859,51,1.1687549
564,0.39251578,51,1.1671957
565,0.39321296,51,1.1656363
566,0.39391015,51,1.1640766
567,0.39460733,51,1.1625164
568,0.39530452,51,1.1609556
569,0.39600171,51,1.159394
570,0.39669889,51,1.1578314
571,0.39739608,51,1.1562676
572,0.39809326,51,1.1547026
573,0.39879045,51,1.1531361
574,0.39948764,51,1.151568
575,0.40018482,51,1.1499981
576,0.40088201,51,1.1484261
577,0.4015792,51,1.146852
578,0.40227638,51,1.1452755
579,0.40297357,51,1.1436965
580,0.40367075,51,1.1421149
581,0.40436794,51,1.1405303
582,0.40506513,51,1.1389428
583,0.40576231,51,1.1373522
584,0.4064595,51,1.1357582
585,0.40715668,51,1.1341608
586,0.40785387,51,1.1325599
587,0.40855106,51,1.1309553
588,0.40924824,51,1.129347
589,0.40994543,51,1.1277349
590,0.41064261,51,1.1261189
591,0.4113398,51,1.1244989
592,0.41203699,51,1.122875
593,0.41273417,51,1.121247
594,0.41343136,51,1.1196151
595,0.41412854,51,1.1179792
596,0.41482573,51,1.1163393
597,0.41552292,51,1.1146954
598,0.4162201,51,1.1130477
599,0.41691729,51,1.1113962
600,0.41761448,51,1.109741
601,0.41831166,51,1.108082
602,0.41900885,51,1.1064196
603,0.41970603,51,1.1047537
604,0.42040322,51,1.1030845
605,0.42110041,51,1.1014121
606,0.42179759,51,1.0997366
607,0.42249478,51,1.0980581
608,0.42319196,51,1.0963769
609,0.42388915,51,1.094693
610,0.42458634,51,1.0930065
611,0.42528352,51,1.0913177
612,0.42598071,51,1.0896265
613,0.42667789,51,1.0879333
614,0.42737508,51,1.0862381
615,0.42807227,51,1.0845411
616,0.42876945,51,1.0828423
617,0.42946664,51,1.0811419
618,0.43016383,51,1.0794401
619,0.43086101,51,1.077737
620,0.4315582,51,1.0760326
621,0.43225538,51,1.0743271
622,0.43295257,51,1.0726207
623,0.43364976,51,1.0709134
624,0.43434694,51,1.0692052
625,0.43504413,51,1.0674964
626,0.43574131,51,1.0657871
627,0.4364385,51,1.0640772
628,0.43713569,51,1.0623669
629,0.43783287,51,1.0606563
630,0.43853006,51,1.0589454
631,0.43922724,51,1.0572343
632,0.43992443,51,1.0555232
633,0.44062162,51,1.0538119
634,0.4413188,51,1.0521007
635,0.44201599,51,1.0503896
636,0.44271318,51,1.0486786
637,0.44341036,51,1.0469678
638,0.44410755,51,1.0452571
639,0.44480473,51,1.0435468
640,0.44550192,51,1.0418367
641,0.44619911,51,1.040127
642,0.44689629,51,1.0384177
643,0.44759348,51,1.0367087
644,0.44829066,51,1.0350002
645,0.44898785,51,1.0332921
646,0.44968504,51,1.0315845
647,0.45038222,51,1.0298773
648,0.45107941,51,1.0281707
649,0.45177659,51,1.0264645
650,0.45247378,51,1.0247589
651,0.45317097,51,1.0230538
652,0.45386815,51,1.0213492
653,0.45456534,51,1.0196451
654,0.45526252,51,1.0179416
655,0.45595971,51,1.0162385
656,0.4566569,51,1.0145359
657,0.45735408,51,1.0128338
658,0.45805127,51,1.0111322
659,0.45874846,51,1.009431
660,0.45944564,51,1.0077303
661,0.46014283,51,1.00603
662,0.46084001,51,1.00433
663,0.4615372,51,1.0026304
664,0.46223439,51,1.0009311
665,0.46293157,51,0.99923207
666,0.46362876,51,0.99753329
667,0.46432594,51,0.99583471
668,0.46502313,51,0.99413628
669,0.46572032,51,0.99243797
670,0.4664175,51,0.99073971
671,0.46711469,51,0.98904145
672,0.46781187,51,0.98734314
673,0.46850906,51,0.98564472
674,0.46920625,51,0.98394612
675,0.46990343,51,0.98224728
676,0.47060062,51,0.98054813
677,0.47129781,51,0.9788486
678,0.47199499,51,0.9771486
679,0.47269218,51,0.97544808
680,0.47338936,51,0.97374693
681,0.47408655,51,0.97204507
682,0.47478374,51,0.97034243
683,0.47548092,51,0.96863889
684,0.47617811,51,0.96693438
685,0.47687529,51,0.96522879
686,0.47757248,51,0.96352202
687,0.47826967,51,0.96181397
688,0.47896685,51,0.96010453
689,0.47966404,51,0.95839359
690,0.48036122,51,0.95668103
691,0.48105841,51,0.95496675
692,0.4817556,51,0.95325063
693,0.48245278,51,0.95153254
694,0.48314997,51,0.94981238
695,0.48384716,51,0.94809
696,0.48454434,51,0.9463653
697,0.48524153,51,0.94463814
698,0.48593871,51,0.94290841
699,0.4866359,51,0.94117598
700,0.48733309,51,0.93944071
701,0.48803027,51,0.9377025
702,0.48872746,51,0.93596121
703,0.48942464,51,0.93421673
704,0.49012183,51,0.93246893
705,0.49081902,51,0.93071771
706,0.4915162,51,0.92896294
707,0.49221339,51,0.92720453
708,0.49291057,51,0.92544236
709,0.49360776,51,0.92367633
710,0.49430495,51,0.92190636
711,0.49500213,51,0.92013234
712,0.49569932,51,0.91835419
713,0.4963965,51,0.91657183
714,0.49709369,51,0.91478518
715,0.49779088,51,0.91299416
716,0.49848806,51,0.91119869
717,0.49918525,51,0.9093987
718,0.49988244,51,0.9075941
719,0.50057962,51,0.90578483
720,0.50127681,51,0.90397077
721,0.50197399,51,0.90215183
722,0.50267118,51,0.9003279
723,0.50336837,51,0.89849885
724,0.50406555,51,0.89666452
725,0.50476274,51,0.89482474
726,0.50545992,51,0.89297932
727,0.50615711,51,0.89112804
728,0.5068543,51,0.88927066
729,0.50755148,51,0.88740689
730,0.50824867,51,0.88553645
731,0.50894585,51,0.88365901
732,0.50964304,51,0.88177423
733,0.51034023,51,0.87988177
734,0.51103741,51,0.87798124
735,0.5117346,51,0.87607228
736,0.51243179,51,0.8741545
737,0.51312897,51,0.87222753
738,0.51382616,51,0.87029099
739,0.51452334,51,0.86834454
740,0.51522053,51,0.86638783
741,0.51591772,51,0.86442055
742,0.5166149,51,0.86244239
743,0.51731209,51,0.86045308
744,0.51800927,51,0.8584524
745,0.51870646,51,0.85644012
746,0.51940365,51,0.85441609
747,0.52010083,51,0.85238015
748,0.52079802,51,0.8503322
749,0.5214952,51,0.84827217
750,0.52219239,51,0.84620003
751,0.52288958,51,0.84411576
752,0.52358676,51,0.84201941
753,0.52428395,51,0.83991102
754,0.52498114,51,0.8377907
755,0.52567832,51,0.83565855
756,0.52637551,51,0.83351474
757,0.52707269,51,0.83135941
758,0.52776988,51,0.82919278
759,0.52846707,51,0.82701506
760,0.52916425,51,0.82482646
761,0.52986144,51,0.82262726
762,0.53055862,51,0.82041771
763,0.53125581,51,0.81819809
764,0.531953,51,0.8159687
765,0.53265018,51,0.81372982
766,0.53334737,51,0.81148177
767,0.53404455,51,0.80922486
768,0.53474174,51,0.80695941
769,0.53543893,51,0.80468575
770,0.53613611,51,0.80240419
771,0.5368333,51,0.80011505
772,0.53753049,51,0.79781868
773,0.53822767,51,0.79551539
774,0.53892486,51,0.7932055
775,0.53962204,51,0.79088934
776,0.54031923,51,0.78856722
777,0.54101642,51,0.78623945
778,0.5417136,51,0.78390636
779,0.54241079,51,0.78156823
780,0.54310797,51,0.77922538
781,0.54380516,51,0.7768781
782,0.54450235,51,0.77452667
783,0.54519953,51,0.77217139
784,0.54589672,51,0.76981254
785,0.5465939,51,0.76745038
786,0.54729109,51,0.76508518
787,0.54798828,51,0.76271721
788,0.54868546,51,0.76034673
789,0.54938265,51,0.75797399
790,0.55007983,51,0.75559922
791,0.55077702,51,0.75322268
792,0.55147421,51,0.75084459
793,0.55217139,51,0.7484652
794,0.55286858,51,0.74608472
795,0.55356577,51,0.74370337
796,0.55426295,51,0.74132137
797,0.55496014,51,0.73893893
798,0.55565732,51,0.73655626
799,0.55635451,51,0.73417356
800,0.5570517,51,0.73179103
801,0.55774888,51,0.72940887
802,0.55844607,51,0.72702727
803,0.55914325,51,0.72464642
804,0.55984044,51,0.7222665
805,0.56053763,51,0.71988769
806,0.56123481,51,0.71751018
807,0.561932,51,0.71513415
808,0.56262918,51,0.71275976
809,0.56332637,51,0.7103872
810,0.56402356,51,0.70801663
811,0.56472074,51,0.70564822
812,0.56541793,51,0.70328214
813,0.56611512,51,0.70091856
814,0.5668123,51,0.69855765
815,0.56750949,51,0.69619956
816,0.56820667,51,0.69384447
817,0.56890386,51,0.69149253
818,0.56960105,51,0.6891439
819,0.57029823,51,0.68679876
820,0.57099542,51,0.68445726
821,0.5716926,51,0.68211956
822,0.57238979,51,0.67978583
823,0.57308698,51,0.67745624
824,0.57378416,51,0.67513093
825,0.57448135,51,0.67281009
826,0.57517853,51,0.67049388
827,0.57587572,51,0.66818245
828,0.57657291,51,0.66587599
829,0.57727009,51,0.66357466
830,0.57796728,51,0.66127863
831,0.57866447,51,0.65898808
832,0.57936165,51,0.65670318
833,0.58005884,51,0.65442411
834,0.58075602,51,0.65215105
835,0.58145321,51,0.64988419
836,0.5821504,51,0.6476237
837,0.58284758,51,0.64536979
838,0.58354477,51,0.64312263
839,0.58424195,51,0.64088242
840,0.58493914,51,0.63864937
841,0.58563633,51,0.63642367
842,0.58633351,51,0.63420553
843,0.5870307,51,0.63199515
844,0.58772788,51,0.62979276
845,0.58842507,51,0.62759856
846,0.58912226,51,0.62541278
847,0.58981944,51,0.62323563
848,0.59051663,51,0.62106736
849,0.59121381,51,0.61890818
850,0.591911,51,0.61675835
851,0.59260819,51,0.61461809
852,0.59330537,51,0.61248765
853,0.59400256,51,0.61036728
854,0.59469975,51,0.60825723
855,0.59539693,51,0.60615775
856,0.59609412,51,0.60406911
857,0.5967913,51,0.60199156
858,0.59748849,51,0.59992536
859,0.59818568,51,0.59787079
860,0.59888286,51,0.5958281
861,0.59958005,51,0.59379756
862,0.60027723,51,0.59177944
863,0.60097442,51,0.58977401
864,0.60167161,51,0.58778153
865,0.60236879,51,0.58580226
866,0.60306598,51,0.58383647
867,0.60376316,51,0.58188441
868,0.60446035,51,0.57994632
869,0.60515754,51,0.57802246
870,0.60585472,51,0.57611305
871,0.60655191,51,0.57421833
872,0.6072491,51,0.5723385
873,0.60794628,51,0.57047377
874,0.60864347,51,0.56862432
875,0.60934065,51,0.56679033
876,0.61003784,51,0.56497196
877,0.61073503,51,0.56316933
